RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-500204,2026-05-30,Chronicle Vale,RPG Adventure,PlayStation Store,BR,59.99,3.6,TRUE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","Chargeback risk",4,"Standard storefront review for performance stutter"
RF-500205,2026-03-20,LifeSpace,Life Simulation,PlayStation Store,BR,49.99,14.6,TRUE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for save corruption"
RF-500206,2025-12-25,Streetline Skate,Skateboarding,PlayStation Store,DE,39.99,7.7,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500207,2026-05-07,Hearthwild,Survival Crafting,Xbox Store,AU,34.99,9.6,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500208,2026-04-06,Apex Circuit,Racing,PlayStation Store,US,59.99,8.8,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500209,2026-02-15,Zero Hour Arena,Shooter Live Service,Steam,FR,0.00,16.3,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500210,2025-10-24,LifeSpace,Life Simulation,Xbox Store,DE,49.99,15.9,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500211,2026-04-24,TownLife,Life Simulation,Xbox Store,FR,0.00,15.0,FALSE,"Expansion compatibility","Expansion / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for expansion compatibility"
RF-500212,2025-10-25,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,7.8,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500213,2025-11-26,LifeSpace,Life Simulation,Steam,FR,49.99,15.6,TRUE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","Pending evidence",1,"Standard storefront review for save corruption"
RF-500214,2025-12-01,LifeSpace,Life Simulation,Xbox Store,US,49.99,17.6,TRUE,"Mod incompatibility","Mod / support",TRUE,"Publisher review","Pending evidence",17,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500215,2025-10-22,TownLife,Life Simulation,Xbox Store,AU,0.00,11.5,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for dlc pricing dispute"
RF-500216,2025-10-25,Club Director Pro,Strategy Management,Epic Store,UK,39.99,13.4,FALSE,"Simulation balance complaint","Simulation / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500217,2025-12-19,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,4.3,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500218,2026-03-03,Hearthwild,Survival Crafting,Steam,AU,34.99,9.3,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500219,2026-05-01,TownLife,Life Simulation,Epic Store,AU,0.00,19.0,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500220,2025-11-13,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,0.2,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500221,2025-11-19,Hearthwild,Survival Crafting,PlayStation Store,US,34.99,16.8,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500222,2025-12-17,TownLife,Life Simulation,PlayStation Store,BR,0.00,19.3,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500223,2026-01-19,Club Director Pro,Strategy Management,PlayStation Store,US,39.99,5.3,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500224,2026-05-29,LifeSpace,Life Simulation,Epic Store,FR,49.99,13.2,FALSE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500225,2026-02-21,Zero Hour Arena,Shooter Live Service,Xbox Store,US,0.00,12.9,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500226,2026-02-07,LifeSpace,Life Simulation,PlayStation Store,BR,49.99,12.7,TRUE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","Approved",8,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500227,2026-05-05,LifeSpace,Life Simulation,Xbox Store,CA,49.99,8.8,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500228,2025-11-28,TownLife,Life Simulation,PlayStation Store,DE,0.00,15.0,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500229,2026-03-05,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,7.0,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500230,2026-01-17,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,20.5,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500231,2026-03-27,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,13.8,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500232,2026-03-03,Hearthwild,Survival Crafting,Steam,JP,34.99,8.4,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500233,2026-05-28,LifeSpace,Life Simulation,Epic Store,JP,49.99,14.9,FALSE,"DLC value complaint","DLC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500234,2026-05-16,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,17.0,TRUE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","Denied",20,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-500235,2026-04-04,TownLife,Life Simulation,PlayStation Store,FR,0.00,3.7,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Pending evidence",3,"Standard storefront review for account entitlement issue"
RF-500236,2025-12-26,TownLife,Life Simulation,Steam,CA,0.00,3.1,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500237,2025-11-26,Zero Hour Arena,Shooter Live Service,Epic Store,JP,0.00,17.6,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500238,2026-05-19,Zero Hour Arena,Shooter Live Service,Epic Store,DE,0.00,11.6,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500239,2025-12-07,Apex Circuit,Racing,PlayStation Store,UK,59.99,7.1,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500240,2025-10-24,Apex Circuit,Racing,PlayStation Store,FR,59.99,4.2,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500241,2025-11-25,TownLife,Life Simulation,PlayStation Store,CA,0.00,13.7,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500242,2026-02-28,LifeSpace,Life Simulation,Steam,CA,49.99,16.3,TRUE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","Chargeback risk",5,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500243,2026-02-17,Hearthwild,Survival Crafting,Steam,FR,34.99,2.1,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500244,2026-01-14,Apex Circuit,Racing,Steam,JP,59.99,15.5,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500245,2025-11-24,TownLife,Life Simulation,Xbox Store,US,0.00,3.1,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500246,2025-10-16,Zero Hour Arena,Shooter Live Service,Epic Store,BR,0.00,1.7,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500247,2026-01-14,Streetline Skate,Skateboarding,Xbox Store,FR,39.99,5.9,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500248,2025-10-20,Apex Circuit,Racing,PlayStation Store,AU,59.99,10.3,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500249,2026-05-24,Hearthwild,Survival Crafting,Epic Store,JP,34.99,2.8,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500250,2026-03-18,LifeSpace,Life Simulation,Epic Store,UK,49.99,9.8,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500251,2026-05-26,LifeSpace,Life Simulation,Steam,FR,49.99,9.0,TRUE,"Mod incompatibility","Mod / support",TRUE,"Publisher review","Approved",11,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500252,2026-05-21,LifeSpace,Life Simulation,Steam,UK,49.99,10.8,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Pending evidence",1,"Standard storefront review for npc ai failure"
RF-500253,2026-02-06,TownLife,Life Simulation,Xbox Store,AU,0.00,13.6,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500254,2025-10-18,LifeSpace,Life Simulation,Epic Store,US,49.99,6.9,FALSE,"NPC AI failure","NPC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500255,2026-04-01,Streetline Skate,Skateboarding,Xbox Store,UK,39.99,3.7,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500256,2026-01-19,Apex Circuit,Racing,PlayStation Store,JP,59.99,13.3,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500257,2025-11-15,Chronicle Vale,RPG Adventure,Steam,UK,59.99,16.8,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500258,2025-10-27,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,7.9,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500259,2025-10-24,TownLife,Life Simulation,Xbox Store,AU,0.00,19.2,TRUE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","Pending evidence",3,"Standard storefront review for expansion compatibility"
RF-500260,2026-05-30,TownLife,Life Simulation,Steam,FR,0.00,8.5,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500261,2025-12-13,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,20.9,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500262,2025-10-25,LifeSpace,Life Simulation,Epic Store,DE,49.99,15.2,TRUE,"Crash after long session","Crash / support",TRUE,"Platform escalation","Denied",8,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500263,2026-05-14,Streetline Skate,Skateboarding,PlayStation Store,DE,39.99,17.3,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500264,2026-05-24,TownLife,Life Simulation,Steam,DE,0.00,16.4,TRUE,"Account entitlement issue","Account / support",TRUE,"Platform escalation","Partial credit issued",7,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500265,2026-01-04,LifeSpace,Life Simulation,PlayStation Store,CA,49.99,3.3,TRUE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","Denied",9,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500266,2026-04-28,Chronicle Vale,RPG Adventure,Epic Store,AU,59.99,17.8,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500267,2026-04-24,LifeSpace,Life Simulation,Epic Store,FR,49.99,20.6,TRUE,"NPC AI failure","NPC / support",TRUE,"Legal/privacy review","Chargeback risk",11,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500268,2026-01-12,Hearthwild,Survival Crafting,PlayStation Store,DE,34.99,2.8,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500269,2025-12-05,TownLife,Life Simulation,Xbox Store,CA,0.00,17.4,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500270,2025-12-20,LifeSpace,Life Simulation,Epic Store,CA,49.99,13.8,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500271,2026-05-21,LifeSpace,Life Simulation,Epic Store,DE,49.99,16.2,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500272,2026-02-24,Apex Circuit,Racing,Epic Store,US,59.99,3.1,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500273,2026-01-20,Apex Circuit,Racing,Steam,UK,59.99,16.0,FALSE,"Wheel support issue","Wheel / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for wheel support issue"
RF-500274,2026-03-28,Zero Hour Arena,Shooter Live Service,Xbox Store,US,0.00,3.3,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500275,2026-01-26,Chronicle Vale,RPG Adventure,Epic Store,UK,59.99,10.2,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500276,2026-01-28,Zero Hour Arena,Shooter Live Service,Xbox Store,JP,0.00,16.3,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500277,2025-10-20,LifeSpace,Life Simulation,Epic Store,CA,49.99,17.1,TRUE,"Mod incompatibility","Mod / support",TRUE,"Platform escalation","Denied",17,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500278,2025-12-20,LifeSpace,Life Simulation,Xbox Store,AU,49.99,4.4,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Pending evidence",4,"Standard storefront review for npc ai failure"
RF-500279,2025-12-31,Hearthwild,Survival Crafting,Steam,CA,34.99,2.4,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500280,2026-01-06,LifeSpace,Life Simulation,Steam,BR,49.99,13.9,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500281,2026-03-05,TownLife,Life Simulation,Epic Store,DE,0.00,13.3,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500282,2025-11-29,Hearthwild,Survival Crafting,Steam,FR,34.99,6.6,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500283,2025-12-03,LifeSpace,Life Simulation,Epic Store,CA,49.99,15.1,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500284,2026-04-18,LifeSpace,Life Simulation,Xbox Store,DE,49.99,10.8,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Partial credit issued",3,"Standard storefront review for dlc value complaint"
RF-500285,2026-04-10,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,9.1,TRUE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","Denied",2,"Standard storefront review for battle pass chargeback"
RF-500286,2026-04-24,Club Director Pro,Strategy Management,Epic Store,CA,39.99,16.7,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500287,2026-05-06,LifeSpace,Life Simulation,Xbox Store,DE,49.99,13.5,TRUE,"DLC value complaint","DLC / support",TRUE,"Legal/privacy review","Denied",1,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500288,2025-11-10,Hearthwild,Survival Crafting,PlayStation Store,UK,34.99,3.9,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500289,2025-10-12,LifeSpace,Life Simulation,Steam,CA,49.99,3.5,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500290,2026-02-27,TownLife,Life Simulation,Xbox Store,JP,0.00,5.2,FALSE,"Mod update broke save","Mod / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-500291,2026-01-05,Zero Hour Arena,Shooter Live Service,Epic Store,DE,0.00,11.8,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500292,2026-03-30,TownLife,Life Simulation,Steam,CA,0.00,14.9,FALSE,"Mod update broke save","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-500293,2026-04-04,Zero Hour Arena,Shooter Live Service,PlayStation Store,UK,0.00,2.4,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500294,2026-02-27,LifeSpace,Life Simulation,Epic Store,US,49.99,12.0,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Approved",1,"Standard storefront review for dlc value complaint"
RF-500295,2025-10-18,Chronicle Vale,RPG Adventure,PlayStation Store,AU,59.99,8.8,FALSE,"Quest blocker","Quest / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for quest blocker"
RF-500296,2026-01-31,Club Director Pro,Strategy Management,PlayStation Store,DE,39.99,9.4,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500297,2026-01-10,Chronicle Vale,RPG Adventure,Steam,CA,59.99,9.8,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500298,2025-11-16,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,6.2,FALSE,"Save corruption","Save / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500299,2026-03-04,Club Director Pro,Strategy Management,Epic Store,JP,39.99,7.3,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500300,2025-11-07,TownLife,Life Simulation,Epic Store,AU,0.00,3.8,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Partial credit issued",3,"Standard storefront review for dlc pricing dispute"
RF-500301,2025-12-21,LifeSpace,Life Simulation,Epic Store,FR,49.99,11.5,TRUE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","Denied",19,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500302,2026-01-23,Apex Circuit,Racing,Steam,AU,59.99,5.5,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500303,2026-01-23,Zero Hour Arena,Shooter Live Service,Steam,BR,0.00,15.2,TRUE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","Partial credit issued",2,"Standard storefront review for matchmaking instability"
RF-500304,2025-12-25,LifeSpace,Life Simulation,Xbox Store,US,49.99,14.9,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500305,2025-10-19,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,15.1,TRUE,"Crash after long session","Crash / support",TRUE,"Publisher review","Chargeback risk",6,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500306,2026-02-06,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,9.7,FALSE,"Skin entitlement issue","Skin / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for skin entitlement issue"
RF-500307,2025-12-29,TownLife,Life Simulation,Epic Store,DE,0.00,13.2,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500308,2025-10-10,LifeSpace,Life Simulation,Steam,AU,49.99,4.6,TRUE,"Crash after long session","Crash / support",TRUE,"Legal/privacy review","Pending evidence",9,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500309,2025-10-12,Hearthwild,Survival Crafting,PlayStation Store,BR,34.99,16.3,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500310,2025-10-16,TownLife,Life Simulation,PlayStation Store,CA,0.00,15.9,FALSE,"Expansion compatibility","Expansion / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for expansion compatibility"
RF-500311,2026-05-02,Apex Circuit,Racing,Epic Store,CA,59.99,17.4,FALSE,"Wheel support issue","Wheel / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for wheel support issue"
RF-500312,2025-10-13,Streetline Skate,Skateboarding,Xbox Store,BR,39.99,12.9,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500313,2025-10-10,TownLife,Life Simulation,PlayStation Store,FR,0.00,12.2,TRUE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","Chargeback risk",5,"Standard storefront review for dlc pricing dispute"
RF-500314,2026-03-25,LifeSpace,Life Simulation,PlayStation Store,AU,49.99,14.3,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500315,2025-11-15,Club Director Pro,Strategy Management,Epic Store,JP,39.99,10.1,FALSE,"Database import failure","Database / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500316,2026-03-16,Zero Hour Arena,Shooter Live Service,Steam,JP,0.00,17.8,TRUE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","Chargeback risk",3,"Standard storefront review for anti-cheat appeal"
RF-500317,2026-02-25,Zero Hour Arena,Shooter Live Service,Steam,DE,0.00,10.9,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500318,2025-11-19,LifeSpace,Life Simulation,Xbox Store,DE,49.99,17.4,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500319,2026-03-02,LifeSpace,Life Simulation,Xbox Store,US,49.99,20.5,TRUE,"Mod incompatibility","Mod / support",TRUE,"Platform escalation","Pending evidence",14,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500320,2026-06-02,Zero Hour Arena,Shooter Live Service,Epic Store,AU,0.00,1.6,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500321,2026-02-06,Chronicle Vale,RPG Adventure,Steam,UK,59.99,2.4,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500322,2026-05-24,Hearthwild,Survival Crafting,Steam,AU,34.99,9.9,TRUE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","Pending evidence",5,"Standard storefront review for server rollback"
RF-500323,2026-03-30,TownLife,Life Simulation,Epic Store,UK,0.00,14.6,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500324,2026-03-03,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,0.9,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500325,2026-05-22,Chronicle Vale,RPG Adventure,Steam,BR,59.99,16.0,FALSE,"Regional price dispute","Regional / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for regional price dispute"
RF-500326,2025-11-20,Hearthwild,Survival Crafting,Steam,JP,34.99,10.5,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500327,2026-02-26,Apex Circuit,Racing,Steam,US,59.99,13.0,FALSE,"Leaderboard outage","Leaderboard / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500328,2026-04-02,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,9.3,FALSE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for matchmaking instability"
